UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_Rolling_Mean,Air temperature [K]_Volatility,Air temperature [K]_Delta,Process temperature [K]_Rolling_Mean,Process temperature [K]_Volatility,Process temperature [K]_Delta,Rotational speed [rpm]_Rolling_Mean,Rotational speed [rpm]_Volatility,Rotational speed [rpm]_Delta,Torque [Nm]_Rolling_Mean,Torque [Nm]_Volatility,Torque [Nm]_Delta,Tool wear [min]_Rolling_Mean,Tool wear [min]_Volatility,Tool wear [min]_Delta,Air temperature [K]_Rolling_Delta,Process temperature [K]_Rolling_Delta,Rotational speed [rpm]_Rolling_Delta,Torque [Nm]_Rolling_Delta,Tool wear [min]_Rolling_Delta
4318,M19177,M,301.5,310.0,1417,44.6,49,0,0,0,0,0,0,301.43999999999994,0.05477225588206491,0.0,310.06,0.05477225578493972,-0.10000000000002274,1566.4,102.59044789842358,-222.0,37.339999999999996,7.684920298871106,11.200000000000003,43.2,5.118593556827357,2.0,0.0,-0.02000000000000455,-2.6,-0.3799999999999997,2.8
4319,L51498,L,301.5,310.1,1541,42.2,52,0,0,0,0,0,0,301.46,0.05477225588328694,0.0,310.06000000000006,0.05477225578493972,0.10000000000002274,1574.2,97.84273095125239,124.0,36.46,6.523649285484393,-2.3999999999999986,46.2,4.96990945591512,3.0,0.02000000000000455,0.0,7.8,-0.8799999999999997,3.0
4320,M19179,M,301.6,310.2,1411,45.1,54,0,0,0,0,0,0,301.5,0.0707106782234199,0.10000000000002274,310.08000000000004,0.08366600267626192,0.0999999999999659,1531.8,115.7117107297233,-130.0,39.019999999999996,6.978681823955103,2.8999999999999986,49.2,3.962322551231098,2.0,0.0400000000000091,0.01999999999999318,-42.4,2.560000000000001,3.0
4321,L51500,L,301.7,310.3,1397,44.6,57,0,0,0,0,0,0,301.56000000000006,0.08944271918509854,0.0999999999999659,310.14,0.11401754252740173,0.10000000000002274,1481.0,105.6124992602635,-14.0,41.980000000000004,4.9276769374626905,-0.5,51.8,3.962322551231098,3.0,0.060000000000002274,0.060000000000002274,-50.8,2.96,2.6
4322,L51501,L,301.7,310.2,1686,28.9,59,0,0,0,0,0,0,301.6,0.10000000007749041,0.0,310.16,0.1140175425276454,-0.10000000000002274,1490.4,123.72873554675628,289.0,41.08,6.901956244428212,-15.700000000000003,54.2,3.962322551231098,2.0,0.039999999999997725,0.01999999999999318,9.4,-0.9,2.4
4323,M19182,M,301.7,310.1,1431,44.0,61,0,0,0,0,0,0,301.64,0.08944271918817767,0.0,310.18,0.08366600267790185,-0.0999999999999659,1493.2,121.79573063124649,-255.0,40.96,6.830300139818276,15.100000000000001,56.6,3.6469165057613413,2.0,0.039999999999997725,0.02000000000000455,2.8,-0.12000000000000029,2.4
4324,L51503,L,301.8,310.3,1341,50.5,64,1,0,1,0,0,0,301.7,0.07071067823318111,0.10000000000002274,310.21999999999997,0.08366600267854389,0.19999999999998863,1453.2,134.36591829775568,-90.0,42.62,8.09796270675543,6.5,59.0,3.807886552931233,3.0,0.060000000000002274,0.039999999999997725,-40.0,1.6599999999999995,2.4
4325,L51504,L,301.7,310.2,1486,43.0,66,0,0,0,0,0,0,301.71999999999997,0.044721359732657,-0.10000000000002274,310.22,0.08366600267854389,-0.10000000000002274,1468.2,132.65255368819388,145.0,42.2,7.990932361120428,-7.5,61.4,3.6469165057613413,2.0,0.01999999999999318,0.0,15.0,-0.42000000000000026,2.4
4326,L51505,L,301.6,310.2,1384,57.1,68,0,0,0,0,0,0,301.7,0.07071067823318111,-0.0999999999999659,310.2,0.07071067814802025,0.0,1465.6,134.51133781209356,-102.0,44.7,10.49309296632799,14.100000000000001,63.6,3.6469165057613413,2.0,-0.01999999999999318,-0.02000000000000455,-2.6,2.5,2.2
4327,L51506,L,301.6,310.1,1362,55.8,70,1,0,1,0,0,0,301.68,0.08366600274936296,0.0,310.18,0.08366600267790185,-0.0999999999999659,1400.8,58.16957967872163,-22.0,50.08,6.505151804531734,-1.3000000000000043,65.8,3.492849839313811,2.0,-0.01999999999999318,-0.01999999999999318,-64.8,5.38,2.2
4328,H33741,H,301.7,310.1,1660,29.3,72,0,0,0,0,0,0,301.68,0.08366600274936296,0.0999999999999659,310.18,0.08366600267790185,0.0,1446.6,131.64269824034736,298.0,47.14,11.411529257728876,-26.499999999999996,68.0,3.1622776601675127,2.0,0.0,0.0,45.8,-2.94,2.2
4329,L51508,L,301.6,310.1,1326,48.2,77,1,0,1,0,0,0,301.64,0.05477225589453426,-0.0999999999999659,310.14,0.05477225578694919,0.0,1443.6,134.78427207949431,-334.0,46.68,11.287913890529202,18.900000000000002,70.6,4.219004621945149,5.0,-0.039999999999997725,-0.039999999999997725,-3.0,-0.4599999999999994,2.6
4330,L51509,L,301.6,310.0,1566,30.3,79,0,0,0,0,0,0,301.62,0.04472135972480901,0.0,310.1,0.07071067814613714,-0.10000000000002274,1459.6,145.4056395054853,240.0,44.14,13.52933849085024,-17.900000000000002,73.2,4.65832587954026,2.0,-0.01999999999999318,-0.039999999999997725,16.0,-2.54,2.6
4331,L51510,L,301.5,309.8,1549,38.5,81,0,0,0,0,0,0,301.6,0.07071067822822213,-0.10000000000002274,310.02,0.1303840481181486,-0.19999999999998863,1492.6,142.65623014785984,-17.0,40.42,11.476367020969722,8.2,75.8,4.65832587954026,2.0,-0.02000000000000455,-0.07999999999999545,33.0,-3.72,2.6
4332,M19191,M,301.6,309.9,1746,31.1,83,0,0,0,0,0,0,301.6,0.07071067822822213,0.10000000000002274,309.98,0.13038404811774643,0.0999999999999659,1569.4,157.3747120728078,197.0,35.480000000000004,7.986363377658253,-7.399999999999999,78.4,4.219004621945149,2.0,0.0,-0.0400000000000091,76.8,-4.9399999999999995,2.6
4333,M19192,M,301.7,309.9,1452,41.5,86,0,0,0,0,0,0,301.6,0.07071067822822213,0.0999999999999659,309.93999999999994,0.1140175425251031,0.0,1527.8,154.9102966235594,-294.0,37.92,7.4734195653663935,10.399999999999999,81.2,3.49284983931381,3.0,0.0,-0.0400000000000091,-41.6,2.44,2.8
4334,L51513,L,301.6,309.8,1588,33.9,89,0,0,0,0,0,0,301.6,0.07071067822822213,-0.0999999999999659,309.88,0.08366600267310904,-0.0999999999999659,1580.2,106.25535280633704,136.0,35.06,4.82161798569742,-7.600000000000001,83.6,3.974921382869668,3.0,0.0,-0.060000000000002274,52.4,-2.8600000000000008,2.4
4335,L51514,L,301.6,309.8,1472,42.5,91,0,0,0,0,0,0,301.6,0.07071067822822213,0.0,309.84000000000003,0.054772255779628055,0.0,1561.4,117.15289155628707,-116.0,37.5,4.896937818678233,8.600000000000001,86.0,4.123105625616996,2.0,0.0,-0.039999999999997725,-18.8,2.44,2.4
4336,L51515,L,301.7,309.9,1607,37.7,93,0,0,0,0,0,0,301.64,0.05477225589453426,0.0999999999999659,309.86,0.05477225578011193,0.0999999999999659,1573.0,118.48206615348653,135.0,37.339999999999996,4.86908615655968,-4.799999999999997,88.4,3.974921382869668,2.0,0.039999999999997725,0.01999999999999318,11.6,-0.15999999999999942,2.4
4337,H33750,H,301.6,309.9,1423,53.6,95,0,0,0,0,0,0,301.64,0.05477225589453426,-0.0999999999999659,309.86,0.05477225578011193,0.0,1508.4,83.4523816316776,-184.0,41.839999999999996,7.399864863631069,15.899999999999999,90.8,3.4928498393138097,2.0,0.0,0.0,-64.6,4.5,2.4
4338,L51517,L,301.6,309.9,1440,43.4,100,0,0,0,0,0,0,301.62,0.04472135972480901,0.0,309.86,0.05477225578011193,0.0,1506.0,85.62417882817422,17.0,42.22,7.4267758819020315,-10.200000000000003,93.6,4.219004621945148,5.0,-0.01999999999999318,0.0,-2.4,0.3799999999999997,2.8
4339,L51518,L,301.6,309.9,1397,43.7,102,0,0,0,0,0,0,301.62,0.04472135972480901,0.0,309.88,0.04472135958684833,0.0,1467.8,82.44210089510794,-43.0,44.17999999999999,5.796291918114712,0.30000000000000426,96.2,4.658325879540259,2.0,0.0,0.01999999999999318,-38.2,1.9600000000000009,2.6
4340,L51519,L,301.7,309.9,1524,46.6,104,0,0,0,0,0,0,301.64,0.05477225589453426,0.0999999999999659,309.9,0.0,0.0,1478.2,86.29426400404118,127.0,45.0,5.789214109013592,2.8999999999999986,98.8,4.658325879540259,2.0,0.01999999999999318,0.01999999999999318,10.4,0.8200000000000003,2.6
4341,M19200,M,301.7,309.9,1533,40.9,106,0,0,0,0,0,0,301.64,0.05477225589453426,0.0,309.9,0.0,0.0,1463.4,61.451606976540155,9.0,45.64,4.887023634074438,-5.700000000000003,101.4,4.219004621945148,2.0,0.0,0.0,-14.8,0.6399999999999991,2.6
4342,L51521,L,301.7,309.8,1398,46.0,109,0,0,0,0,0,0,301.66,0.054772255895814664,0.0,309.88,0.04472135958684833,-0.0999999999999659,1458.4,66.37996685747258,-135.0,44.120000000000005,2.277498627881461,5.100000000000001,104.2,3.492849839313809,3.0,0.01999999999999318,-0.01999999999999318,-5.0,-1.5200000000000002,2.8
4343,M19202,M,301.7,309.8,1284,68.2,111,1,0,1,1,0,0,301.67999999999995,0.04472135972953019,0.0,309.86,0.05477225578011193,0.0,1427.2,103.48284882046474,-114.0,49.08,10.920943182711035,22.200000000000003,106.4,3.6469165057613386,2.0,0.01999999999999318,-0.01999999999999318,-31.2,4.960000000000001,2.2
4344,L51523,L,301.7,309.8,1491,39.3,114,0,0,0,0,0,0,301.7,0.0,0.0,309.84000000000003,0.05477225577962805,0.0,1446.0,105.14989300992731,207.0,48.2,11.617874160103582,-28.900000000000006,108.8,3.962322551231094,3.0,0.01999999999999318,-0.01999999999999318,18.8,-0.8800000000000011,2.4
4345,H33758,H,301.8,309.9,1418,51.3,116,0,0,0,0,0,0,301.71999999999997,0.04472135973273643,0.10000000000002274,309.84000000000003,0.05477225577962805,0.0999999999999659,1424.8,95.75855053204994,-73.0,49.14,11.646158164819962,12.0,111.2,3.962322551231094,2.0,0.02000000000000455,0.0,-21.2,0.9399999999999992,2.4
4346,M19205,M,301.8,309.8,1546,39.8,121,0,0,0,0,0,0,301.73999999999995,0.0547722559010446,0.0,309.82,0.04472135958507043,-0.0999999999999659,1427.4,99.53290913059436,128.0,48.92,11.849345973512742,-11.5,114.2,4.658325879540254,5.0,0.02000000000000455,-0.01999999999999318,2.6,-0.22000000000000028,3.0
4347,L51526,L,301.8,309.7,1598,30.4,124,0,0,0,0,0,0,301.76000000000005,0.054772255902370406,0.0,309.8,0.07071067814046621,-0.10000000000002274,1467.4,122.33887362567611,52.0,45.8,14.55523960640986,-9.399999999999999,117.2,5.263078946775781,3.0,0.02000000000000455,-0.02000000000000455,40.0,-3.12,3.0
4348,H33761,H,301.9,309.8,1724,27.5,126,0,0,0,0,0,0,301.8,0.07071067823834006,0.0999999999999659,309.8,0.07071067814046621,0.10000000000002274,1555.4,115.49372277314097,126.0,37.66,9.344142550282562,-2.8999999999999986,120.2,5.118593556827349,2.0,0.039999999999997725,0.0,88.0,-8.14,3.0
4349,L51528,L,301.9,309.8,1507,44.7,131,0,0,0,0,0,0,301.84000000000003,0.05477225590772034,0.0,309.8,0.07071067814046621,0.0,1558.6,113.46717587037733,-217.0,38.74,9.877904636105841,17.200000000000003,123.6,5.594640292279251,5.0,0.039999999999997725,0.0,3.2,1.0800000000000012,3.4
4350,L51529,L,301.9,309.7,1595,31.4,133,0,0,0,0,0,0,301.86,0.05477225590908118,0.0,309.76000000000005,0.05477225577771328,-0.10000000000002274,1594.0,81.83825511335847,88.0,34.760000000000005,7.197430096916593,-13.300000000000004,127.0,4.949747468305274,2.0,0.01999999999999318,-0.039999999999997725,35.4,-3.9799999999999995,3.4
4351,M19210,M,301.9,309.7,1568,37.5,135,0,0,0,0,0,0,301.88,0.04472135974587679,0.0,309.73999999999995,0.05477225577721773,0.0,1598.4,79.159964628587,-27.0,34.3,6.8603935747157205,6.100000000000001,129.8,4.658325879540251,2.0,0.01999999999999318,-0.02000000000000455,4.4,-0.4599999999999994,2.8
4352,L51531,L,301.8,309.6,1432,43.7,138,0,0,0,0,0,0,301.88,0.04472135974587679,-0.0999999999999659,309.72,0.08366600267054512,-0.0999999999999659,1565.2,108.67704449422219,-136.0,36.96,7.517180322434808,6.200000000000003,132.6,4.505552130426907,3.0,0.0,-0.01999999999999318,-33.2,2.660000000000001,2.8
4353,L51532,L,301.9,309.7,1424,42.8,140,0,0,0,0,0,0,301.88,0.04472135974587679,0.0999999999999659,309.7,0.07071067813853789,0.0999999999999659,1505.2,77.3996124021248,-8.0,40.02,5.563901508833658,-0.9000000000000057,135.4,3.646916505761332,2.0,0.0,-0.02000000000000455,-60.0,3.0599999999999996,2.8
4354,M19213,M,302.0,309.7,1386,62.7,142,1,0,0,1,0,0,301.9,0.07071067824359799,0.10000000000002274,309.67999999999995,0.04472135958081637,0.0,1481.0,93.86160024205401,-38.0,43.62,11.742103729741189,19.900000000000006,137.6,3.646916505761332,2.0,0.02000000000000455,-0.02000000000000455,-24.2,3.6,2.2
4355,L51534,L,302.0,309.8,1456,58.1,145,0,0,0,0,0,0,301.91999999999996,0.08366600275989593,0.0,309.7,0.07071067813853789,0.10000000000002274,1453.2,68.92894892568108,70.0,48.959999999999994,10.831343406983395,-4.600000000000001,140.0,3.8078865529312256,3.0,0.02000000000000455,0.02000000000000455,-27.8,5.340000000000001,2.4
4356,H33769,H,302.0,309.8,1280,57.3,147,1,0,1,0,0,0,301.93999999999994,0.08944271920043981,0.0,309.72,0.08366600267054512,0.0,1395.6,69.34551175093563,-176.0,52.92,9.070391391775948,-0.8000000000000043,142.4,3.646916505761332,2.0,0.02000000000000455,0.02000000000000455,-57.6,3.9599999999999995,2.4
4357,L51536,L,302.0,309.8,1649,31.0,152,0,0,0,0,0,0,301.98,0.044721359754283256,0.0,309.76,0.05477225577771328,0.0,1439.0,134.8183963708186,369.0,50.38,13.155873213131953,-26.299999999999997,145.2,4.658325879540252,5.0,0.039999999999997725,0.039999999999997725,43.4,-2.5400000000000005,2.8
4358,L51537,L,302.0,309.9,1407,52.8,154,0,0,0,0,0,0,302.0,0.0,0.0,309.8,0.07071067814049484,0.0999999999999659,1435.6,135.5038744833488,-242.0,52.38000000000001,12.457006060847972,21.799999999999997,148.0,4.949747468305275,2.0,0.02000000000000455,0.039999999999997725,-3.4,2.0,2.8
4359,H33772,H,302.0,309.9,1606,34.5,156,0,0,0,0,0,0,302.0,0.0,0.0,309.84000000000003,0.05477225577974221,0.0,1479.6,150.28406435813196,199.0,46.739999999999995,12.988956848030652,-18.299999999999997,150.8,4.658325879540252,2.0,0.0,0.039999999999997725,44.0,-5.640000000000001,2.8
4360,M19219,M,302.1,310.0,1531,38.0,161,0,0,0,0,0,0,302.02,0.04472135975771511,0.10000000000002274,309.88,0.08366600267323218,0.10000000000002274,1494.6,151.08044214920457,-75.0,42.72,11.633872957876145,3.5,154.0,5.14781507049296,5.0,0.02000000000000455,0.039999999999997725,15.0,-4.0200000000000005,3.2
4361,L51540,L,302.1,310.1,1543,35.8,164,0,0,0,0,0,0,302.03999999999996,0.05477225592154338,0.0,309.93999999999994,0.11401754252522711,0.10000000000002274,1547.2,91.86511851622006,12.0,38.42,8.429827993500302,-2.200000000000003,157.4,4.979959839194933,3.0,0.02000000000000455,0.060000000000002274,52.6,-4.3,3.4
4362,M19221,M,302.1,310.1,1379,48.2,166,1,0,1,0,0,0,302.06,0.054772255922972975,0.0,310.0,0.10000000001833412,0.0,1493.2,96.31303130936728,-164.0,41.86,8.149723921704448,12.400000000000006,160.2,5.1185935568273475,2.0,0.02000000000000455,0.060000000000002274,-54.0,3.4400000000000004,2.8
4363,L51542,L,302.1,310.1,1447,46.6,169,0,0,0,0,0,0,302.08000000000004,0.044721359762967754,0.0,310.03999999999996,0.08944271912111265,0.0,1501.2,88.72541913115519,68.0,40.620000000000005,6.339716081970991,-1.6000000000000014,163.2,4.969909455915116,3.0,0.02000000000000455,0.0400000000000091,8.0,-1.239999999999999,3.0
4364,H33777,H,302.1,310.1,1844,24.6,171,0,0,0,0,0,0,302.1,0.0,0.0,310.08000000000004,0.04472135959345861,0.0,1548.8,177.9668508458785,397.0,38.64,9.491469854558954,-22.0,166.2,3.962322551231099,2.0,0.02000000000000455,0.0400000000000091,47.6,-1.9799999999999998,3.0
4365,H33778,H,302.1,310.1,1615,29.9,176,0,0,0,0,0,0,302.1,0.0,0.0,310.1,0.0,0.0,1565.6,179.82157823798335,-229.0,37.02,10.286009916386488,5.299999999999997,169.2,4.658325879540263,5.0,0.0,0.02000000000000455,16.8,-1.6200000000000003,3.0
4366,L51545,L,302.0,310.0,1449,48.8,181,0,0,0,0,0,0,302.08000000000004,0.044721359762967754,-0.10000000000002274,310.08000000000004,0.04472135959345861,-0.10000000000002274,1546.8,187.52386514787702,-166.0,39.62,11.474842046843236,18.9,172.6,5.941380311004725,5.0,-0.02000000000000455,-0.02000000000000455,-18.8,2.6,3.4
4367,L51546,L,302.0,309.9,1388,51.4,183,0,0,0,0,0,0,302.06000000000006,0.054772255922972975,0.0,310.04,0.08944271912111265,-0.10000000000002274,1548.6,185.5432564120808,-61.0,40.260000000000005,12.142816806655757,2.6000000000000014,176.0,6.082762530297776,2.0,-0.02000000000000455,-0.0400000000000091,1.8,0.6399999999999991,3.4
4368,H33781,H,302.0,309.9,1447,42.8,185,0,0,0,0,0,0,302.0400000000001,0.05477225592154338,0.0,310.0,0.10000000001833412,0.0,1548.6,185.5432564120808,59.0,39.49999999999999,11.759676866308931,-8.600000000000001,179.2,5.67450438364397,2.0,-0.02000000000000455,-0.0400000000000091,0.0,-0.7600000000000009,3.2
4369,L51548,L,302.0,310.0,1664,28.6,190,0,0,0,0,0,0,302.02,0.044721359757715115,0.0,309.98,0.08366600267497103,0.10000000000002274,1512.6,119.66745589340137,217.0,40.3,10.568348972285195,-14.199999999999996,183.0,5.147815070492982,5.0,-0.02000000000000455,-0.02000000000000455,-36.0,0.8,3.8
4370,H33783,H,302.0,309.9,1735,27.2,192,0,0,0,0,0,0,302.0,0.0,0.0,309.94,0.054772255782363326,-0.10000000000002274,1536.6,152.78841579124762,71.0,39.760000000000005,11.277765736173166,-1.4000000000000021,186.2,4.658325879540276,2.0,-0.02000000000000455,-0.0400000000000091,24.0,-0.5399999999999998,3.2
4371,L51550,L,302.0,309.9,1308,57.6,197,1,0,1,0,1,0,302.0,0.0,0.0,309.91999999999996,0.04472135958832512,0.0,1508.4,183.0199442683752,-427.0,41.519999999999996,13.507479409571637,30.400000000000002,189.4,5.594640292279271,5.0,0.0,-0.02000000000000455,-28.2,1.760000000000001,3.2
4372,L51551,L,302.0,309.8,1480,40.0,199,0,0,0,0,0,0,302.0,0.0,0.0,309.9,0.07071067814246035,-0.0999999999999659,1526.8,172.19378618289096,172.0,39.239999999999995,12.334017999014005,-17.6,192.6,5.594640292279271,2.0,0.0,-0.01999999999999318,18.4,-2.28,3.2
4373,M19232,M,301.9,309.6,1439,41.7,201,0,0,0,0,0,0,301.98,0.04472135975425466,-0.10000000000002274,309.84,0.1516575088915221,-0.19999999999998863,1525.2,173.15513275672532,-41.0,39.02,12.264257009701053,1.7000000000000028,195.8,4.658325879540276,2.0,-0.02000000000000455,-0.05999999999999091,-1.6,-0.21999999999999886,3.2
4374,M19233,M,301.9,309.7,1533,35.9,204,0,0,0,0,0,0,301.96000000000004,0.05477225591587238,0.0,309.78,0.1303840481155565,0.0999999999999659,1499.0,155.9599307514567,94.0,40.48,11.092204469806786,-5.800000000000004,198.6,4.505552130426932,3.0,-0.02000000000000455,-0.060000000000002274,-26.2,1.4599999999999995,2.8
4375,L51554,L,302.0,309.7,1551,34.8,207,0,0,0,0,0,0,301.96000000000004,0.05477225591587238,0.10000000000002274,309.74,0.11401754252253837,0.0,1462.2,96.86433812296026,18.0,42.0,9.171968163922172,-1.1000000000000014,201.6,3.97492138286969,3.0,0.0,-0.039999999999997725,-36.8,1.5199999999999996,3.0
4376,L51555,L,302.0,309.7,1414,36.3,209,0,0,0,0,0,0,301.96000000000004,0.05477225591587238,0.0,309.7,0.07071067813814952,0.0,1483.4,58.79880951175094,-137.0,37.739999999999995,2.9534725324609417,1.5,204.0,4.1231056256170175,2.0,0.0,-0.039999999999997725,21.2,-4.260000000000001,2.4
4377,M19236,M,301.9,309.6,1551,34.6,211,0,0,0,0,0,0,301.94,0.05477225591444279,-0.10000000000002274,309.65999999999997,0.05477225577451489,-0.0999999999999659,1497.6,65.91509690502755,137.0,36.660000000000004,2.9074043406449506,-1.6999999999999957,206.4,3.9749213828696903,2.0,-0.02000000000000455,-0.039999999999997725,14.2,-1.0799999999999996,2.4
4378,M19237,M,301.8,309.6,1436,49.0,214,0,0,0,0,0,0,301.91999999999996,0.08366600275976854,-0.0999999999999659,309.66,0.05477225577451489,0.0,1497.0,66.59204156653537,-115.0,38.120000000000005,6.1242958778949665,14.399999999999999,209.0,3.8078865529312558,3.0,-0.01999999999999318,0.0,-0.6,1.4599999999999995,2.6
4379,M19238,M,301.9,309.6,1385,45.8,217,0,0,0,0,0,0,301.91999999999996,0.08366600275976854,0.0999999999999659,309.64,0.05477225577392723,0.0,1467.4,78.43022376609146,-51.0,40.1,6.7911707385399716,-3.200000000000003,211.6,3.9749213828696903,3.0,0.0,-0.01999999999999318,-29.6,1.9799999999999998,2.6
4380,M19239,M,301.8,309.5,1732,30.1,220,0,0,0,0,0,0,301.88,0.08366600275788148,-0.0999999999999659,309.6,0.07071067813588959,-0.10000000000002274,1503.6,142.37029184489012,347.0,39.16,7.936812962392486,-15.699999999999996,214.2,4.438468204233835,3.0,-0.039999999999997725,-0.039999999999997725,36.2,-0.9399999999999992,2.6
4381,L51560,L,301.9,309.6,1410,49.0,223,0,0,0,0,0,0,301.86,0.05477225590866996,0.0999999999999659,309.58000000000004,0.044721359576537695,0.10000000000002274,1502.8,143.00944024783536,-322.0,41.7,8.780091115700436,18.9,217.0,4.743416490252014,3.0,-0.02000000000000455,-0.01999999999999318,-0.8,2.5400000000000005,2.8
4382,L51561,L,301.9,309.6,1446,43.2,225,0,0,0,0,0,0,301.86,0.05477225590866996,0.0,309.58000000000004,0.044721359576537695,0.0,1481.8,141.8668389723236,36.0,43.42,7.832751751460146,-5.799999999999997,219.8,4.438468204233835,2.0,0.0,0.0,-21.0,1.7200000000000002,2.8
4383,L51562,L,301.8,309.5,1525,39.6,227,0,0,0,0,0,0,301.86,0.05477225590866996,-0.0999999999999659,309.56000000000006,0.054772255771597333,-0.10000000000002274,1499.6,140.25797660026038,79.0,41.540000000000006,7.266223228060209,-3.6000000000000014,222.4,3.9749213828696903,2.0,0.0,-0.02000000000000455,17.8,-1.8799999999999997,2.6
4384,L51563,L,301.7,309.5,1298,65.5,229,1,0,1,0,1,0,301.82,0.08366600275508401,-0.10000000000002274,309.54,0.054772255770997993,0.0,1482.2,161.77515260385076,-227.0,45.480000000000004,13.129242171580287,25.9,224.8,3.4928498393138327,2.0,-0.039999999999997725,-0.02000000000000455,-17.4,3.9400000000000004,2.4
4385,L51564,L,301.8,309.6,1443,42.7,231,0,0,0,0,0,0,301.82,0.08366600275508401,0.10000000000002274,309.56000000000006,0.054772255771597333,0.10000000000002274,1424.4,82.33650466226507,145.0,48.0,10.355433356456048,-22.799999999999997,227.0,3.1622776601675335,2.0,0.0,0.02000000000000455,-57.8,2.5200000000000005,2.2
4386,L51565,L,301.8,309.7,1442,45.3,233,1,1,0,0,0,0,301.8,0.07071067823786024,0.0,309.58000000000004,0.08366600266759522,0.0999999999999659,1430.8,82.18089802380598,-1.0,47.260000000000005,10.398221001690745,2.5999999999999943,229.0,3.1622776601675335,2.0,-0.01999999999999318,0.01999999999999318,6.4,-0.7400000000000005,2.0
4387,L51566,L,301.9,309.7,1719,31.9,0,0,0,0,0,0,0,301.8,0.07071067823786024,0.0999999999999659,309.6,0.10000000001220001,0.0,1485.4,154.05940412710675,277.0,45.0,12.513992168768613,-13.399999999999999,184.0,102.88342918079663,-233.0,0.0,0.01999999999999318,54.6,-2.2600000000000007,-45.0
4388,L51567,L,302.0,309.8,1532,39.4,2,0,0,0,0,0,0,301.84000000000003,0.1140175425852189,0.10000000000002274,309.65999999999997,0.11401754252150732,0.10000000000002274,1486.8,154.5402860098272,-187.0,44.96,12.535868537919589,7.5,139.0,125.98611034554561,2.0,0.039999999999997725,0.060000000000002274,1.4,-0.04000000000000057,-45.0
